ModuleCode;ModuleName;ModuleDepartment;ModuleCredit;ModuleLevel
LL5024;"INTRODUCTION TO INDONESIAN LAW";LAW;4;5
LL5025;Rights;LAW;4;5
LL5029;"INTERNATIONAL COMMERCIAL ARBITRATION";LAW;4;5
LL5030;"INTERNATIONAL COMMERCIAL LITIGATION";LAW;4;5
LL5031;"INTERNATIONAL ENVIRONMENTAL LAW & POLICY";LAW;4;5
LL5032;"INTERNATIONAL INVESTMENT LAW";LAW;4;5
LL5033;"INTERNATIONAL LEGAL PROCESS";LAW;4;5
LL5034;"INTERNATIONAL REGULATION OF SHIPPING";LAW;4;5
LL5035;"INTERNATIONAL TAX LAW";LAW;4;5
LL5037;"Sociology of Law";LAW;4;5
LL5043;"LAW OF MARINE INSURANCE";LAW;4;5
LL5044;MEDIATION;LAW;4;5
LL5045;NEGOTIATION;LAW;4;5
LL5049;"PRINCIPLES OF CONFLICT OF LAWS";LAW;4;5
LL5050;"PUBLIC INTERNATIONAL LAW";LAW;4;5
LL5051;"PRINCIPLES OF RESTITUTION";LAW;4;5
LL5055;"SECURITIES REGULATION";LAW;4;5
LL5056A;"Tax Planning And Policy";LAW;4;5
LL5056B;"Tax Planning And Policy";LAW;4;5
LL5060B;"WORLD TRADE LAW (B)";LAW;8;5
LL5061;Inquiry;LAW;4;5
LL5062;"Theoretical Foundations of Legal Reasoning";LAW;4;5
LL5063;"BUSINESS & FINANCE FOR LAWYERS";LAW;4;5
LL5064;"Competition Law and Policy";LAW;4;5
LL5067;"COMPARATIVE CRIMINAL LAW";LAW;4;5
LL5069;"EUROPEAN UNION LAW";LAW;4;5
LL5070;"FOUNDATIONS OF IP LAW";LAW;4;5
LL5071;"GLOBAL EXPLOITATION OF IP";LAW;4;5
LL5072B;"TOPICS IN IP LAW (B): IP VALUATION: LAW & PRACTICE";LAW;4;5
LL5073;"International Criminal Law";LAW;4;5
LL5074;"Mergers & Acquisitions (M&A)";LAW;4;5
LL5075;"IP AND COMPETITION LAW";LAW;4;5
LL5079;"State and Company in Legal-Historical Perspective";LAW;4;5
LL5081;"Comparative Advocacy";LAW;4;5
LL5082;"Law & Social Movements";LAW;4;5
LL5085;"INTERNATIONAL TRUSTS";LAW;4;5
LL5089;"CHINESE CORPORATE AND SECURITIES LAW";LAW;4;5
LL5094;"The Law Clinic";LAW;4;5
LL5097;"ISLAMIC LAW";LAW;4;5
LL5099;"MARITIME LAW";LAW;4;5
LL5102;"ADVANCED TORTS";LAW;4;5
LL5104;Jurisprudence;LAW;4;5
LL5109;"INTERNATIONAL LAW & ASIA";LAW;4;5
LL5122;"THE CONTEMPORARY INDIAN LEGAL SYSTEM";LAW;4;5
LL5125;"LAW & DEVELOPMENT IN CHINA";LAW;4;5
LL5128;"CHINESE MARITIME LAW";LAW;4;5
LL5129;"INDIAN BUSINESS LAW";LAW;4;5
LL5131;"LAW, GOVERNANCE & DEVELOPMENT IN ASIA";LAW;4;5
LL5133;"HUMAN RIGHTS IN ASIA";LAW;4;5
LL5134;"CROSSING BORDERS: LAW, MIGRATION & CITIZENSHIP";LAW;4;5
LL5138;"INTERNATIONAL & COMPARATIVE LAW OF SALE IN ASIA";LAW;4;5
LL5140;"OCEAN LAW & POLICY IN ASIA";LAW;4;5
LL5150;"ARBITRATION OF INVESTMENT DISPUTES";LAW;4;5
LL5153;"INTERNATIONAL POLICE ENFORCEMENT COOPERATION";LAW;4;5
LL5155;"Topics in Law & Economics";LAW;4;5
LL5161;"INTELLIGENCE LAW";LAW;4;5
LL5164;"INTERNATIONAL PROJECTS LAW & PRACTICE";LAW;4;5
LL5170;"Comparative Conflict of Laws";LAW;4;5
LL5171;"ASEAN ENVIRONMENTAL LAW, POLICY AND GOVERNANCE";LAW;4;5
LL5172;"JAPANESE CORPORATE LAW & GOVERNANCE";LAW;4;5
LL5173;"COMPARATIVE CORPORATE LAW";LAW;4;5
LL5175;"Global Legal Orders: Interdisciplinary Perspectives";LAW;4;5
LL5177;"Entertainment Law: Pop Iconography & Celebrity";LAW;4;5
LL5178;"INTERNATIONAL LEGAL PROTECTION OF TRADE AND INVESTMENT";LAW;4;5
LL5179;"INTERNATIONAL ALTERNATIVE DISPUTE RESOLUTION";LAW;4;5
LL5185;"THE REGULATORY STATE & SOVEREIGN WEALTH FUNDS";LAW;4;5
LL5187;"Philosophical Foundations of Contract Law";LAW;4;5
LL5189;"Corporate Social Responsibility";LAW;4;5
LL5190;"Freedom of Speech: Critical & Comparative Perspectives";LAW;4;5
LL5191;"Wealth Management Law";LAW;4;5
LL5192;"PRIVATE INTERNATIONAL LAW OF IP";LAW;4;5
LL5193;"An Introduction to Negotiating & Drafting Commercial Contracts";LAW;4;5
LL5197;"Comparative State and Religion in Southeast Asia";LAW;4;5
LL5202;"ASEAN Economic Community Law and Policy";LAW;4;5
LL5203;"International Moots and Other Competitions";LAW;4;5
LL5204;"Islamic Finance Law";LAW;4;5
LL5205;"Maritime Conflict of Laws";LAW;4;5
LL5208;"Advanced Criminal Legal Process";LAW;4;5
LL5209;"Legal Argument & Narrative";LAW;4;5
LL5210;"Intellectual Property And International Trade";LAW;4;5
LL5211;"International Public Monetary and Payment Systems Law";LAW;4;5
LL5213;"Transnational Law in Theory and Practice";LAW;4;5
LL5214;"International and Comparative Oil and Gas Law";LAW;4;5
LL5216;"Cyber Law";LAW;4;5
LL5217;"Comparative & International Anti-Corruption Law";LAW;4;5
LL5219;"The Trial of Jesus in Western Legal Thought";LAW;4;5
LL5220;"International Business Transactions";LAW;4;5
LL5221;"Climate Change Law & Policy";LAW;4;5
LL5222;"The Law & Politics of International Courts & Tribunals";LAW;4;5
LL5225;"Topics in the Law and Economics of Competition Policy";LAW;4;5
LL5226;"Multimodal Transport Law";LAW;4;5
LL5228;"The Use of Force in International Law";LAW;4;5
LL5229;"Corporate Governance in the US and UK";LAW;4;5
LL5231;"Transition and the Rule of Law in Myanmar";LAW;4;5
LL5233;"European Company Law";LAW;4;5
LL5234;"Property Theory";LAW;4;5
LL5238;"International Corporate Finance";LAW;4;5
LL5396;"UNIVERSITY RESEARCH OPPORTUNITIES PROGRAMME";LAW;4;5
LL5397;"UNIVERSITY RESEARCH OPPORTUNITIES PROGRAMME";LAW;4;5
LL5398;"UNIVERSITY RESEARCH OPPORTUNITIES PROGRAMME";LAW;4;5
LL5399;"University Research Opportunities Programme";LAW;4;5
LL5400;"BIOMEDICAL LAW & ETHICS";LAW;8;5
LL5402;"CORPORATE INSOLVENCY";LAW;8;5
LL5403;"FAMILY LAW";LAW;8;5
LL5405B;"LAW OF INTELLECTUAL PROPERTY (B)";LAW;8;5
LL5407;"LAW OF INSURANCE";LAW;8;5
LL5411;"Personal Property Law";LAW;8;5
LL6002;"Admiralty Law & Practice";LAW;4;6
LL6004;"AVIATION LAW & POLICY";LAW;4;6
LL6006;"Banking Law";LAW;4;6
LL6007;"BIOTECHNOLOGY LAW";LAW;4;6
LL6008A;"Carriage of Goods by Sea";LAW;4;6
LL6008B;"Carriage of Goods by Sea";LAW;4;6
LL6009;"Chinese Legal Tradition And Legal Chinese";LAW;4;6
LL6010A;"Topics in the Civil Law Tradition (A): EU Harmonisation";LAW;4;6
LL6014;"CONSTRUCTION LAW";LAW;4;6
LL6016A;"Topics in Int'l Criminal Law (A): Aggression";LAW;4;6
LL6017;"Contract and Commercial Law in Civil-Law Asia";LAW;4;6
LL6018;"CORPORATE TAX: PROFITS & DISTRIBUTIONS";LAW;4;6
LL6019;"CREDIT & SECURITY";LAW;4;6
LL6024;"Introduction To Indonesian Law";LAW;4;6
LL6025;Rights;LAW;4;6
LL6029;"INTERNATIONAL COMMERCIAL ARBITRATION";LAW;4;6
LL6030;"International Commercial Litigation";LAW;4;6
LL6031;"INTERNATIONAL ENVIRONMENTAL LAW & POLICY";LAW;4;6
LL6032;"INTERNATIONAL INVESTMENT LAW";LAW;4;6
LL6033;"International Legal Process";LAW;4;6
LL6034;"International Regulation Of Shipping";LAW;4;6
LL6035;"International Tax Law";LAW;4;6
LL6037;"Sociology of Law";LAW;4;6
LL6043;"Law Of Marine Insurance";LAW;4;6
LL6044;Mediation;LAW;4;6
LL6045;NEGOTIATION;LAW;4;6
LL6049;"Principles Of Conflict Of Laws";LAW;4;6
LL6050;"Public International Law";LAW;4;6
LL6051;"Principles Of Restitution";LAW;4;6
LL6055;"Securities Regulation";LAW;4;6
LL6056A;"Tax Planning And Policy";LAW;4;6
LL6056B;"Tax Planning And Policy";LAW;4;6
LL6060B;"World Trade Law (B)";LAW;8;6
LL6061;Inquiry;LAW;4;6
LL6062;"Theoretical Foundations of Legal Reasoning";LAW;4;6
LL6063;"BUSINESS & FINANCE FOR LAWYERS";LAW;4;6
LL6064;"Competition Law and Policy";LAW;4;6
LL6067;"Comparative Criminal Law";LAW;4;6
LL6069;"European Union Law";LAW;4;6
LL6070;"FOUNDATIONS OF IP LAW";LAW;4;6
LL6071;"Global Exploitation Of IP";LAW;4;6
LL6072B;"Topics in IP Law B: IP Valuation:Law & Prc";LAW;4;6
LL6073;"International Criminal Law";LAW;4;6
LL6074;"Mergers & Acquisitions (M&A)";LAW;4;6
LL6075;"IP and Competition Law";LAW;4;6
LL6079;"State and Company in Legal-Historical Perspective";LAW;4;6
LL6081;"Comparative Advocacy";LAW;4;6
LL6082;"Law & Social Movements";LAW;4;6
LL6085;"International Trusts";LAW;4;6
LL6089;"CHINESE CORPORATE AND SECURITIES LAW";LAW;4;6
LL6094;"The Law Clinic";LAW;4;6
LL6097;"Islamic Law";LAW;4;6
LL6099;"Maritime Law";LAW;4;6
LL6102;"ADVANCED TORTS";LAW;4;6
LL6104;Jurisprudence;LAW;4;6
LL6109;"International Law & Asia";LAW;4;6
LL6122;"The Contemporary Indian Legal System";LAW;4;6
LL6125;"Law And Development In China";LAW;4;6
LL6128;"CHINESE MARITIME LAW";LAW;4;6
LL6129;"Indian Business Law";LAW;4;6
LL6131;"LAW, GOVERNANCE & DEVELOPMENT IN ASIA";LAW;4;6
LL6133;"Human Rights in Asia";LAW;4;6
LL6134;"CROSSING BORDERS: LAW, MIGRATION & CITIZENSHIP";LAW;4;6
LL6138;"International & Comparative Law of Sale in Asia";LAW;4;6
LL6140;"Ocean Law & Policy in Asia";LAW;4;6
LL6150;"Arbitration of Investment Disputes";LAW;4;6
LL6153;"International Police Enforcement Cooperation";LAW;4;6
LL6155;"Topics in Law & Economics";LAW;4;6
LL6161;"Intelligence Law";LAW;4;6
LL6164;"International Projects Law & Practice";LAW;4;6
LL6170;"Comparative Conflict of Laws";LAW;4;6
LL6171;"ASEAN Environmental Law, Policy and Governance";LAW;4;6
LL6172;"Japanese Corporate Law & Governance";LAW;4;6
LL6173;"Comparative Corporate Law";LAW;4;6
LL6175;"Global Legal Orders: Interdisciplinary Perspectives";LAW;4;6
LL6177;"Entertainment Law: Pop Iconography & Celebrity";LAW;4;6
LL6178;"INTERNATIONAL LEGAL PROTECTION OF TRADE AND INVESTMENT";LAW;4;6
LL6179;"International Alternative Dispute Resolution";LAW;4;6
LL6185;"The Regulatory State & Sovereign Wealth Funds";LAW;4;6
LL6187;"Philosophical Foundations of Contract Law";LAW;4;6
LL6189;"Corporate Social Responsibility";LAW;4;6
LL6190;"Freedom of Speech: Critical & Comparative Perspectives";LAW;4;6
LL6191;"Wealth Management Law";LAW;4;6
LL6192;"Private International Law of IP";LAW;4;6
LL6193;"Negotiating & Drafting Int'l Commercial Transactions";LAW;4;6
LL6197;"Comparative State and Religion in Southeast Asia";LAW;4;6
LL6202;"ASEAN Economic Community Law and Policy";LAW;4;6
LL6203;"International Moots and Other Competitions";LAW;4;6
LL6204;"Islamic Finance Law";LAW;4;6
LL6205;"Maritime Conflict of Laws";LAW;4;6
LL6208;"Advanced Criminal Legal Process";LAW;4;6
LL6209;"Legal Argument & Narrative";LAW;4;6
LL6210;"Intellectual Property and International Trade";LAW;4;6
LL6211;"International Public Monetary and Payment Systems Law";LAW;4;6
LL6213;"Transnational Law in Theory and Practice";LAW;4;6
LL6214;"International and Comparative Oil and Gas Law";LAW;4;6
LL6216;"Cyber Law";LAW;4;6
LL6217;"Comparative & International Anti-Corruption Law";LAW;4;6
LL6219;"The Trial of Jesus in Western Legal Thought";LAW;4;6
LL6220;"International Business Transactions";LAW;4;6
LL6221;"Climate Change Law & Policy";LAW;4;6
LL6222;"The Law & Politics of International Courts & Tribunals";LAW;4;6
LL6225;"Topics in the Law and Economics of Competition Policy";LAW;4;6
LL6226;"Multimodal Transport Law";LAW;4;6
LL6228;"The Use of Force in International Law";LAW;4;6
LL6229;"Corporate Governance in the US and UK";LAW;4;6
LL6231;"Transition and the Rule of Law in Myanmar";LAW;4;6
LL6233;"European Company Law";LAW;4;6
LL6234;"Property Theory";LAW;4;6
LL6238;"International Corporate Finance";LAW;4;6
LL6396;"UNIVERSITY RESEARCH OPPORTUNITIES PROGRAMME";LAW;4;6
LL6397;"UNIVERSITY RESEARCH OPPORTUNITIES PROGRA";LAW;4;6
LL6398;"University Research Opportunities Programme";LAW;4;6
LL6399;"University Research Opportunities Programme";LAW;4;6
LL6400;"Biomedical Law & Ethics";LAW;8;6
LL6402;"Corporate Insolvency";LAW;8;6
LL6403;"Family Law";LAW;8;6
LL6405B;"LAW OF INTELLECTUAL PROPERTY (B)";LAW;8;6
LL6407;"Law Of Insurance";LAW;8;6
LL6411;"Personal Property Law";LAW;8;6
LLD5002;"Admiralty Law & Practice";LAW;4;5
LLD5034;"INTERNATIONAL REGULATION OF SHIPPING";LAW;4;5
LLD5043;"LAW OF MARINE INSURANCE";LAW;4;5
LLD5099;"MARITIME LAW";LAW;4;5
LLD5128;"CHINESE MARITIME LAW";LAW;4;5
LLD5140;"Ocean Law & Policy in Asia";LAW;4;5
LLD5205;"Maritime Conflict of Laws";LAW;4;5
LLD5214;"International and Comparative Oil and Gas Law";LAW;4;5
LLD5226;"Multimodal Transport Law";LAW;4;5
LLD5396;"UNIVERSITY RESEARCH OPPORTUNITIES PROGRAMME";LAW;4;5
LLD5397;"UNIVERSITY RESEARCH OPPORTUNITIES PROGRAMME";LAW;4;5
LSE6101;"Fundamentals of Environmental Life Sciences Engineering";"NUS GRAD SCH FOR INTEGRATIVE SCI & ENGG";8;6
LSM1101;"Biochemistry of Biomolecules";BIOCHEMISTRY;4;1
LSM1102;"Molecular Genetics";"BIOLOGICAL SCIENCES";4;1
LSM1103;Biodiversity;"BIOLOGICAL SCIENCES";4;1
LSM1104;"General Physiology";"BIOLOGICAL SCIENCES";4;1
LSM1202;"Human Anatomy";ANATOMY;4;1
LSM1301;"General Biology";"BIOLOGICAL SCIENCES";4;1
LSM1301FC;"General Biology";"BIOLOGICAL SCIENCES";4;1
LSM1302;"Genes and Society";"BIOLOGICAL SCIENCES";4;1
LSM1303;"Animal Behaviour";"BIOLOGICAL SCIENCES";4;1
LSM1401;"Fundamentals of Biochemistry";"BIOLOGICAL SCIENCES";4;1
LSM2101;"Metabolism and Regulation";BIOCHEMISTRY;4;2
LSM2102;"Molecular Biology";"BIOLOGICAL SCIENCES";4;2
LSM2103;"Cell Biology";BIOCHEMISTRY;4;2
LSM2201A;"Experimental Biochemistry";"BIOLOGICAL SCIENCES";4;2
LSM2202A;"Experimental Molecular and Cell Biology";"BIOLOGICAL SCIENCES";4;2
LSM2203;"Experimental Microbiology";MICROBIOLOGY;4;2
LSM2241;"Introductory Bioinformatics";BIOCHEMISTRY;4;2
LSM2251;"Ecology and Environment";"BIOLOGICAL SCIENCES";4;2
LSM2288;"Basic UROPS in Life Sciences I";"BIOLOGICAL SCIENCES";4;2
LSM2289;"Basic UROPS in Life Sciences II";"BIOLOGICAL SCIENCES";4;2
LSM3201;"Research and Communication in Life Sciences";"BIOLOGICAL SCIENCES";4;3
LSM3211;"Fundamental Pharmacology";PHARMACOLOGY;4;3
LSM3212;"Human Physiology: Cardiopulmonary System";PHYSIOLOGY;4;3
LSM3213;"Molecular and Cellular Neurobiology";PHYSIOLOGY;4;3
LSM3214;"Human Physiology - Hormones and Health";PHYSIOLOGY;4;3
LSM3221;"Human Pharmacology";PHARMACOLOGY;4;3
LSM3223;Immunology;MICROBIOLOGY;4;3
LSM3224;"Molecular Basis of Human Diseases";BIOCHEMISTRY;4;3
LSM3225;"Molecular Microbiology in Human Diseases";MICROBIOLOGY;4;3
LSM3231;"Protein Structure and Function";BIOCHEMISTRY;4;3
LSM3232;Microbiology;MICROBIOLOGY;4;3
LSM3233;"Developmental Biology";"BIOLOGICAL SCIENCES";4;3
LSM3241;"Bioinformatics & Biocomputing";BIOCHEMISTRY;4;3
LSM3242;"Applied Microbiology";MICROBIOLOGY;4;3
LSM3243;"Molecular Biophysics";"BIOLOGICAL SCIENCES";4;3
LSM3244;"Molecular Biotechnology";"BIOLOGICAL SCIENCES";4;3
LSM3245;"RNA Biology and Technology";MICROBIOLOGY;4;3
LSM3252;"Evolution and Comparative Genomics";"BIOLOGICAL SCIENCES";4;3
LSM3254;"Ecology of Aquatic Environments";"BIOLOGICAL SCIENCES";4;3
LSM3255;"Ecology of Terrestrial Environments";"BIOLOGICAL SCIENCES";4;3
LSM3256;"Tropical Horticulture";"BIOLOGICAL SCIENCES";4;3
LSM3257;"Quantitative Methods for Ecological Research";"BIOLOGICAL SCIENCES";4;3
LSM3261;"Life Form and Function";"BIOLOGICAL SCIENCES";4;3
LSM3262;"Environmental Animal Physiology";"BIOLOGICAL SCIENCES";4;3
LSM3264;"Environmental Biochemistry";BIOCHEMISTRY;4;3
LSM3265;Entomology;"BIOLOGICAL SCIENCES";4;3
LSM3266;"Avian Biology and Evolution";"BIOLOGICAL SCIENCES";4;3
LSM3272;"Global Change Biology";"BIOLOGICAL SCIENCES";4;3
LSM3288;"Advanced UROPS in Life Sciences I";"BIOLOGICAL SCIENCES";4;3
LSM3289;"Advanced UROPS in Life Sciences II";"BIOLOGICAL SCIENCES";4;3
LSM3311;"Undergraduate Professional Internship";"BIOLOGICAL SCIENCES";4;3
LSM4199;"Honours Project in Life Sciences";"BIOLOGICAL SCIENCES";16;4
LSM4211;Toxicology;PHYSIOLOGY;4;4
LSM4212;"Pharmacogenetics and Drug Responses";PHARMACOLOGY;4;4
LSM4213;"System Neurobiology";PHYSIOLOGY;4;4
LSM4214;"Cancer Pharmacology";PHARMACOLOGY;4;4
LSM4215;"Extreme Physiology";PHYSIOLOGY;4;4
LSM4221;"Drug Discovery and Clinical Trials";PHARMACOLOGY;4;4
LSM4222;"Advanced Immunology";MICROBIOLOGY;4;4
LSM4223;"Advances in Antimicrobial Strategies";MICROBIOLOGY;4;4
LSM4225;"Genetic Medicine in the Post-Genomic Era";BIOCHEMISTRY;4;4
LSM4226;"Infection and Immunity";MICROBIOLOGY;4;4
LSM4227;"Stem Cell Biology";"BIOLOGICAL SCIENCES";4;4
LSM4231;"Structural Biology";"BIOLOGICAL SCIENCES";4;4
LSM4232;"Advanced Cell Biology";PHYSIOLOGY;4;4
LSM4234;Mechanobiology;"BIOLOGICAL SCIENCES";4;4
LSM4241;"Functional Genomics";BIOCHEMISTRY;4;4
LSM4242;"Protein Engineering";"BIOLOGICAL SCIENCES";4;4
LSM4243;"Tumour Biology";PHYSIOLOGY;4;4
LSM4244;"Oncogenes and Signal Transduction";BIOCHEMISTRY;4;4
LSM4245;"Epigenetics and Chromatin Biology";BIOCHEMISTRY;4;4
LSM4251;"Plant Growth and Development";"BIOLOGICAL SCIENCES";4;4
LSM4252;"Animal Reproduction";"BIOLOGICAL SCIENCES";4;4
LSM4253;"Behavioural Biology";"BIOLOGICAL SCIENCES";4;4
LSM4254;"Principles of Taxonomy and Systematics";"BIOLOGICAL SCIENCES";4;4
LSM4255;"Methods in Mathematical Biology";"BIOLOGICAL SCIENCES";4;4
LSM4261;"Marine Biology";"BIOLOGICAL SCIENCES";4;4
LSM4262;"Tropical Conservation Biology";"BIOLOGICAL SCIENCES";4;4
LSM4264;"Freshwater Biology";"BIOLOGICAL SCIENCES";4;4
LSM4265;"Urban Ecology";"BIOLOGICAL SCIENCES";4;4
LSM4266;"Topics in Aquatic Biodiversity";"BIOLOGICAL SCIENCES";4;4
LX5103;"Environmental Law";"DEAN'S OFFICE (SCHOOL OF DESIGN & ENV)";4;5
MA1100;"Fundamental Concepts of Mathematics";MATHEMATICS;4;1
MA1101R;"Linear Algebra I";MATHEMATICS;4;1
MA1102R;Calculus;MATHEMATICS;4;1
MA1104;"Multivariable Calculus";MATHEMATICS;4;1
MA1301;"Introductory Mathematics";MATHEMATICS;4;1
MA1301FC;"Introductory Mathematics";MATHEMATICS;4;1
MA1311;"Matrix Algebra";MATHEMATICS;4;1
MA1312;"Calculus with Applications";MATHEMATICS;4;1
MA1421;"Basic Applied Mathematics for Sciences";MATHEMATICS;4;1
MA1505;"Mathematics I";MATHEMATICS;4;1
MA1506;"Mathematics II";MATHEMATICS;4;1
MA1507;"Advanced Calculus";MATHEMATICS;4;1
MA1508;"Linear Algebra with Applications";MATHEMATICS;4;1
MA1521;"Calculus for Computing";MATHEMATICS;4;1
MA2101;"Linear Algebra II";MATHEMATICS;4;2
MA2101S;"Linear Algebra II (S)";MATHEMATICS;5;2
MA2108;"Mathematical Analysis I";MATHEMATICS;4;2
MA2108S;"Mathematical Analysis I (S)";MATHEMATICS;5;2
MA2202;"Algebra I";MATHEMATICS;4;2
MA2202S;"Algebra I (S)";MATHEMATICS;5;2
MA2213;"Numerical Analysis I";MATHEMATICS;4;2
MA2214;"Combinatorics and Graphs I";MATHEMATICS;4;2
MA2216;Probability;MATHEMATICS;4;2
MA2219;"Introduction to Geometry";MATHEMATICS;4;2
MA2288;"Basic UROPS in Mathematics I";MATHEMATICS;4;2
MA2289;"Basic UROPS in Mathematics II";MATHEMATICS;4;2
MA2311;"Techniques in Advanced Calculus";MATHEMATICS;4;2
MA2501;"Differential Equations and Systems";MATHEMATICS;4;2
MA3110;"Mathematical Analysis II";MATHEMATICS;4;3
MA3110S;"Mathematical Analysis II (S)";MATHEMATICS;5;3
MA3111;"Complex Analysis I";MATHEMATICS;4;3
MA3111S;"Complex Analysis I (S)";MATHEMATICS;5;3
MA3201;"Algebra II";MATHEMATICS;4;3
MA3205;"Set Theory";MATHEMATICS;4;3
MA3209;"Mathematical Analysis III";MATHEMATICS;4;3
MA3215;"3-Dimensional Differential Geometry";MATHEMATICS;4;3
MA3218;"Applied Algebra";MATHEMATICS;4;3
MA3220;"Ordinary Differential Equations";MATHEMATICS;4;3
MA3227;"Numerical Analysis II";MATHEMATICS;4;3
MA3233;"Combinatorics and Graphs II";MATHEMATICS;4;3
MA3236;"Non-Linear Programming";MATHEMATICS;4;3
MA3238;"Stochastic Processes I";MATHEMATICS;4;3
MA3252;"Linear and Network Optimisation";MATHEMATICS;4;3
MA3259;"Mathematical Methods in Genomics";MATHEMATICS;4;3
MA3264;"Mathematical Modelling";MATHEMATICS;4;3
MA3265;"Introduction to Number Theory";MATHEMATICS;4;3
MA3266;"Introduction to Fourier Analysis";MATHEMATICS;4;3
MA3269;"Mathematical Finance I";MATHEMATICS;4;3
MA3288;"Advanced UROPS in Mathematics I";MATHEMATICS;4;3
MA3289;"Advanced UROPS in Mathematics II";MATHEMATICS;4;3
MA3311;"Undergraduate Professional Internship";MATHEMATICS;4;3
MA3312;"Extended Undergraduate Professional Internship";MATHEMATICS;8;3
MA4199;"Honours Project in Mathematics";MATHEMATICS;12;4
MA4201;"Commutative Algebra";MATHEMATICS;4;4
MA4203;"Galois Theory";MATHEMATICS;4;4
MA4207;"Mathematical Logic";MATHEMATICS;4;4
MA4211;"Functional Analysis";MATHEMATICS;4;4
MA4221;"Partial Differential Equations";MATHEMATICS;4;4
MA4229;"Approximation Theory";MATHEMATICS;4;4
MA4230;"Matrix Computation";MATHEMATICS;4;4
MA4235;"Graph Theory";MATHEMATICS;4;4
MA4247;"Complex Analysis II";MATHEMATICS;4;4
MA4251;"Stochastic Processes II";MATHEMATICS;4;4
MA4252;"Advanced Ordinary Differential Equations";MATHEMATICS;4;4
MA4254;"Discrete Optimization";MATHEMATICS;4;4
MA4255;"Numerical Methods in Differential Equations";MATHEMATICS;4;4
MA4257;"Financial Mathematics II";MATHEMATICS;4;4
MA4262;"Measure and Integration";MATHEMATICS;4;4
MA4263;"Introduction to Analytic Number Theory";MATHEMATICS;4;4
MA4264;"Game Theory";MATHEMATICS;4;4
MA4266;Topology;MATHEMATICS;4;4
MA4268;"Mathematics for Visual Data Processing";MATHEMATICS;4;4
MA4269;"Mathematical Finance II";MATHEMATICS;4;4
MA4291;"Undergraduate Topics in Mathematics I";MATHEMATICS;4;4
MA4292;"Undergraduate Topics in Mathematics II";MATHEMATICS;4;4
MA5198;"GRADUATE SEMINAR MODULE IN MATHEMATICS";MATHEMATICS;4;5
MA5203;"Graduate Algebra I";MATHEMATICS;4;5
MA5204;"Graduate Algebra II";MATHEMATICS;4;5
MA5205;"Graduate Analysis I";MATHEMATICS;4;5
MA5206;"Graduate Analysis II";MATHEMATICS;4;5
MA5209;"Algebraic Topology";MATHEMATICS;4;5
MA5210;"Differentiable Manifolds";MATHEMATICS;4;5
MA5216;"Differential Geometry";MATHEMATICS;4;5
MA5217;"Graduate Complex Analysis";MATHEMATICS;4;5
MA5219;"Logic and Foundation of Mathematics I";MATHEMATICS;4;5
MA5220;"Logic and Foundation of Mathematics II";MATHEMATICS;4;5
MA5232;"Modeling and Numerical Simulations";MATHEMATICS;4;5
MA5233;"Computational Mathematics";MATHEMATICS;4;5
MA5241;"COMPUTATIONAL HARMONIC ANALYSIS";MATHEMATICS;4;5
MA5243;"Advanced Mathematical Programming";MATHEMATICS;4;5
MA5245;"ADVANCED FINANCIAL MATHEMATICS";MATHEMATICS;4;5
MA5248;"Stochastic Analysis in Mathematical Finance";MATHEMATICS;4;5
MA5250;"Computational Fluid Dynamics";MATHEMATICS;4;5
MA5252;"Methods of Applied Mathematics";MATHEMATICS;4;5
MA5259;"PROBABILITY THEORY I";MATHEMATICS;4;5
MA5260;"Probability Theory II";MATHEMATICS;4;5
MA5295;"DISSERTATION FOR MSC BY COURSEWORK";MATHEMATICS;8;5
MA6205;"Topics in Analysis I";MATHEMATICS;4;6
MA6206;"TOPICS IN ANALYSIS II";MATHEMATICS;4;6
MA6211;"TOPICS IN GEOMETRY AND TOPOLOGY I";MATHEMATICS;4;6
MA6220;"MODEL THEORY";MATHEMATICS;4;6
MA6221;"Topics in Combinatorics";MATHEMATICS;4;6
MA6235;"TOPICS IN FINANCIAL MATHEMATICS";MATHEMATICS;4;6
MA6252;"TOPICS IN APPLIED MATHEMATICS II";MATHEMATICS;4;6
MA6292;"TOPICS IN MATHEMATICS II";MATHEMATICS;4;6
MA6293;"TOPICS IN MATHEMATICS III";MATHEMATICS;4;6
MB5101;"The Cell as a Machine";"MECHANOBIOLOGY INSTITUTE";4;5
MB5102;"Topics in Mechanobiology";"MECHANOBIOLOGY INSTITUTE";4;5
MB5103;"Research Seminars in Mechanobiology";"MECHANOBIOLOGY INSTITUTE";2;5
MCH5001;"POWER ELECTRONICS & APPLICATIONS TOELECTRO-MECHANICAL SYSTEMS";"ELECTRICAL & COMPUTER ENGINEERING";4;5
MCH5002;"Applications Of Mechatronics";"MECHANICAL ENGINEERING";4;5
MCH5003;"MODELLING OF MECHATRONIC SYSTEMS";"ELECTRICAL & COMPUTER ENGINEERING";4;5
MCH5004;"MECHATRONIC SYSTEM DESIGN";"MECHANICAL ENGINEERING";8;5
MCH5101;"ELECTRICAL COMPONENTS AND SYSTEMS";"ELECTRICAL & COMPUTER ENGINEERING";4;5
MCH5105;"MECHANICAL COMPONENTS AND SYSTEMS";"MECHANICAL ENGINEERING";4;5
